,TransactionTrend,Account,FamilyMembers,Gender,long,Name,AvgMonthlySpending,merchantId,CreditScore,merchantType,Age,lat,amount,BalanceAmount,PreviousDaySpending,accountType,CreditLimit,accountNumber,transactionId,IncomeCategory,name,NrOfDebCards,Tel,CrmSegment,ShortTermCredit,NrOfCredCards,feature_1
279,Stab,230010836,2,N,19.141521,Nagy Léna,823562,1042,S,elektronikai,59,47.517732,221344,480610,62183,JCB,880000,2919 2102 8606 1534,5382375965,XXL,HiFi Station,3,3680801694,TransCredit,Y,1,0.0
1808,Inc,230010844,1,F,19.141521,Sipos Hunor,276600,1042,XS,elektronikai,59,47.517732,147109,264412,88344,AMEX,330000,8842 4727 2686 5420,5382377494,L,HiFi Station,1,3680306477,Pension,Y,1,0.0
921,Inact,230010878,5,F,19.141521,Jónás Balázs,919452,1042,S,elektronikai,32,47.517732,11144,660914,281405,AMEX,980000,7298 0005 3121 1312,5382376607,M,HiFi Station,3,3680559683,Pension,Y,0,0.0
1442,IncInc,230010742,2,F,19.141521,Váradi István,402006,1042,NO,elektronikai,69,47.517732,222064,278690,269935,MASTERCARD,980000,3883 7792 3703 5066,5382377128,S,HiFi Station,2,3680188467,NoTrans,N,1,0.0
974,Inact,230010824,1,F,19.141521,Németh József,770544,1042,NO,elektronikai,68,47.517732,72906,753767,108400,MAESTRO,650000,1898 5744 1859 2998,5382376660,XXL,HiFi Station,3,3680147654,Pension,Y,0,0.0
1148,DecDec,230010900,1,F,19.141521,Antal Csanád,231003,1042,NO,elektronikai,63,47.517732,81019,515274,84448,MAESTRO,430000,1513 1417 9635 7541,5382376834,M,HiFi Station,3,3680508694,NoTrans,N,1,0.0
2235,DecDec,230010900,1,F,19.141521,Antal Csanád,231003,1042,NO,elektronikai,63,47.517732,93691,515274,84448,VISA,430000,4254 1535 3735 8741,5382377921,M,HiFi Station,3,3680508694,NoTrans,N,1,0.0
1649,Dec,230010713,4,F,19.141521,Pap Dávid,911345,1042,NO,elektronikai,38,47.517732,13520,641557,140355,DINERS,230000,6603 0537 9651 6524,5382377335,L,HiFi Station,1,3680291312,NoTrans,Y,0,0.0
706,Inact,230010762,1,N,19.141521,Faragó Zoé,262330,1042,S,elektronikai,53,47.517732,86498,332718,110139,AMEX,310000,3595 3093 0028 0254,5382376392,XXL,HiFi Station,2,3680775045,Pension,Y,1,0.0
865,IncInc,230011037,5,F,19.141521,Csonka Kende,347948,1042,XL,elektronikai,63,47.517732,75914,60436,258523,MAESTRO,840000,7122 5918 2993 5446,5382376551,XL,HiFi Station,2,3680177004,Pension,Y,3,0.0
868,IncInc,230011037,5,F,19.141521,Csonka Kende,347948,1042,XL,elektronikai,63,47.517732,214540,60436,258523,MAESTRO,840000,7122 5918 2993 5446,5382376554,XL,HiFi Station,2,3680177004,Pension,Y,3,0.0
301,Inc,230010902,2,N,19.141521,Tamás Borbála,863011,1042,S,elektronikai,38,47.517732,46233,603179,137956,MAESTRO,1030000,1157 7977 0593 6061,5382375987,L,HiFi Station,2,3680759323,NoTrans,N,0,0.0
439,IncInc,230010820,3,F,19.141521,Major Mátyás,215156,1042,XS,elektronikai,38,47.517732,191067,506306,86599,DINERS,680000,5795 3955 2618 3067,5382376125,S,HiFi Station,1,3680511077,Young,Y,0,0.0
420,Inact,230011048,5,F,19.141521,Hajdu Vilmos,928247,1042,L,elektronikai,35,47.517732,74470,174213,122792,MAESTRO,820000,2743 3055 1577 3258,5382376106,XS,HiFi Station,3,3680845545,NoTrans,N,2,0.0
72,Inc,230011021,1,F,19.141521,Nagy Balázs,644353,1042,S,elektronikai,73,47.517732,208806,264354,117770,AMEX,850000,1778 3425 5474 0907,5382375758,S,HiFi Station,3,3680397420,NoTrans,N,1,0.0
1618,Inact,230011016,3,N,19.141521,Major Natália,786541,1042,NO,elektronikai,64,47.517732,209358,500750,191247,DINERS,460000,3407 9321 4441 0958,5382377304,L,HiFi Station,2,3680389771,CreditAct,N,1,0.0
195,DecDec,230010723,4,F,19.141521,Biró Mihály,489029,1042,S,elektronikai,38,47.517732,229349,234633,307142,AMEX,930000,7435 3335 5842 6708,5382375881,XXL,HiFi Station,3,3680365125,CreditAct,N,1,0.0
1621,DecDec,230010723,4,F,19.141521,Biró Mihály,489029,1042,S,elektronikai,38,47.517732,67106,234633,307142,DINERS,930000,4843 2169 9053 2460,5382377307,XXL,HiFi Station,3,3680365125,CreditAct,N,1,0.0
322,IncInc,230011083,4,N,19.141521,Fülöp Lara,188225,1042,L,elektronikai,72,47.517732,230134,20039,98750,MASTERCARD,1040000,1793 2762 8266 2211,5382376008,S,HiFi Station,1,3680128216,TransCredit,N,1,0.0
22,Dec,230010918,3,F,19.141521,Lakatos István,525210,1042,NO,elektronikai,43,47.517732,37995,511666,33611,VISA,610000,0987 1263 5892 5015,5382375708,XL,HiFi Station,3,3680599017,Young,Y,1,0.0
1009,Inc,230010758,3,F,19.141521,Kis Vilmos,442596,1042,NO,elektronikai,71,47.517732,189571,733888,212687,DINERS,810000,1146 2547 8475 9817,5382376695,L,HiFi Station,2,3680230536,Pension,N,0,0.0
1011,Inc,230010758,3,F,19.141521,Kis Vilmos,442596,1042,NO,elektronikai,71,47.517732,186677,733888,212687,DINERS,810000,1146 2547 8475 9817,5382376697,L,HiFi Station,2,3680230536,Pension,N,0,0.0
1544,IncInc,230010839,5,N,19.141521,Budai Alíz,284157,1042,NO,elektronikai,22,47.517732,242193,541394,238341,AMEX,1190000,2157 3758 0667 2964,5382377230,S,HiFi Station,1,3680566847,Young,N,1,0.0
1580,DecDec,230010821,4,F,19.141521,Orosz Imre,1015404,1042,NO,elektronikai,67,47.517732,21790,755748,34215,AMEX,1140000,9290 3621 8387 4563,5382377266,M,HiFi Station,3,3680285445,TransCredit,N,1,0.0
166,Inact,230011092,2,F,19.141521,Takács Mátyás,843104,1042,L,elektronikai,73,47.517732,211298,31755,152100,VISA,970000,3933 5653 6214 4136,5382375852,XS,HiFi Station,1,3680101950,CreditAct,N,1,0.0
1998,DecDec,230010727,1,F,19.141521,Márton Vilmos,915249,1042,S,elektronikai,71,47.517732,49291,540031,167855,DINERS,770000,3743 4376 1880 6315,5382377684,M,HiFi Station,2,3680786249,NoTrans,Y,0,0.0
2307,IncInc,230010737,5,N,19.141521,Hegedüs Zselyke,920965,1042,XS,elektronikai,35,47.517732,74667,435686,41626,VISA,460000,8416 0770 4039 5066,5382377993,M,HiFi Station,2,3680546576,CreditAct,N,0,0.0
1297,Inc,230011014,2,F,19.141521,Budai Kristóf,231596,1042,NO,elektronikai,71,47.517732,122728,169134,285511,JCB,1170000,0275 6629 2314 6539,5382376983,S,HiFi Station,3,3680445688,TransCredit,N,1,0.0
1359,Dec,230010986,5,F,19.141521,Kocsis Martin,497340,1042,XS,elektronikai,58,47.517732,171717,597404,155838,MAESTRO,1060000,2271 0193 1772 3254,5382377045,XXL,HiFi Station,1,3680809819,TransCredit,N,0,0.0
2107,DecDec,230010728,3,F,19.141521,Bodnár Adrián,447182,1042,NO,elektronikai,67,47.517732,60272,647486,119774,MAESTRO,590000,3788 7246 3826 9734,5382377793,XXL,HiFi Station,2,3680853484,Pension,N,1,0.0
1324,Inact,230010996,1,F,19.0526852,Bálint Márton,394455,1061,S,szórakozás,70,47.4936625,5812,731653,254158,MASTERCARD,1120000,2871 7229 4142 6115,5382377010,M,Katona,3,3680472249,Pension,Y,1,0.0
1028,Inc,230010861,3,N,19.0526852,Szekeres Zoé,480216,1061,NO,szórakozás,32,47.4936625,7830,383708,236324,DINERS,1140000,2802 4188 0712 0686,5382376714,XS,Katona,2,3680603204,CreditAct,Y,0,0.0
1797,Inc,230010861,3,N,19.0526852,Szekeres Zoé,480216,1061,NO,szórakozás,32,47.4936625,1213,383708,236324,DINERS,1140000,2802 4188 0712 0686,5382377483,XS,Katona,2,3680603204,CreditAct,Y,0,0.0
959,Inc,230010861,3,N,19.0526852,Szekeres Zoé,480216,1061,NO,szórakozás,32,47.4936625,7272,383708,236324,JCB,1140000,3331 4224 5091 7498,5382376645,XS,Katona,2,3680603204,CreditAct,Y,0,0.0
609,Dec,230010841,2,F,19.0526852,Kocsis Sándor,961840,1061,XS,szórakozás,47,47.4936625,2943,523018,163702,DINERS,870000,7553 5541 3737 2997,5382376295,XS,Katona,3,3680362721,Young,N,1,0.0
1605,DecDec,230010969,5,F,19.0526852,Péter Bálint,533982,1061,S,szórakozás,72,47.4936625,4537,572279,215022,MAESTRO,570000,9039 3418 6668 1776,5382377291,S,Katona,1,3680161161,NoTrans,Y,0,0.0
2019,Dec,230010876,3,N,19.0526852,Veres Szonja,834587,1061,S,szórakozás,26,47.4936625,6552,568440,66903,JCB,450000,9785 1376 3758 6057,5382377705,L,Katona,1,3680363144,CreditAct,Y,0,0.0
1246,Inc,230010786,3,F,19.0526852,Székely Soma,336746,1061,S,szórakozás,76,47.4936625,2082,220812,292842,DINERS,950000,2535 6877 7636 9206,5382376932,M,Katona,1,3680554892,CreditAct,N,1,0.0
2265,Stab,230011000,3,F,19.0526852,Kerekes Alex,1008108,1061,XS,szórakozás,55,47.4936625,5542,728609,110827,AMEX,1020000,1485 0430 6715 7279,5382377951,XS,Katona,2,3680120842,NoTrans,Y,0,0.0
2087,Inc,230010751,4,F,19.0526852,Katona Soma,330487,1061,S,szórakozás,61,47.4936625,1225,602628,300012,MAESTRO,290000,3846 4310 7462 3038,5382377773,S,Katona,1,3680518934,NoTrans,Y,1,0.0
711,Inact,230010842,2,F,19.0526852,Veres János,569665,1061,XS,szórakozás,75,47.4936625,3234,423154,98781,MAESTRO,860000,2305 4242 1587 5041,5382376397,XXL,Katona,3,3680297434,Young,Y,1,0.0
712,Inact,230010842,2,F,19.0526852,Veres János,569665,1061,XS,szórakozás,75,47.4936625,6930,423154,98781,MAESTRO,860000,2305 4242 1587 5041,5382376398,XXL,Katona,3,3680297434,Young,Y,1,0.0
1744,Inact,230010842,2,F,19.0526852,Veres János,569665,1061,XS,szórakozás,75,47.4936625,4896,423154,98781,MAESTRO,860000,2305 4242 1587 5041,5382377430,XXL,Katona,3,3680297434,Young,Y,1,0.0
184,Stab,230010937,2,N,19.0526852,Kis Hanna,621378,1061,S,szórakozás,38,47.4936625,5024,533414,198572,VISA,560000,9936 0608 9346 8686,5382375870,XL,Katona,2,3680725706,CreditAct,Y,1,0.0
767,Inc,230011103,2,N,19.0526852,Orsós Alíz,299496,1061,M,szórakozás,20,47.4936625,6772,67209,58049,JCB,380000,8988 8878 4206 7564,5382376453,S,Katona,2,3680494786,Pension,Y,2,0.0
1293,Dec,230011056,2,N,19.0526852,Máté Adél,612593,1061,L,szórakozás,73,47.4936625,7383,418,181068,VISA,400000,6826 1746 2821 5709,5382376979,XS,Katona,2,3680380067,NoTrans,Y,2,0.0
611,Dec,230010837,3,F,19.0526852,Bálint Patrik,251673,1061,NO,szórakozás,74,47.4936625,3571,648224,26442,MASTERCARD,100000,2091 8726 7768 4363,5382376297,L,Katona,3,3680827753,NoTrans,Y,0,0.0
351,DecDec,230011102,4,F,19.0526852,Orbán Áron,363028,1061,L,szórakozás,75,47.4936625,6304,61287,200640,MASTERCARD,580000,4102 4615 9050 0243,5382376037,L,Katona,2,3680600103,TransCredit,N,3,1.0
897,DecDec,230011102,4,F,19.0526852,Orbán Áron,363028,1061,L,szórakozás,75,47.4936625,5869,61287,200640,AMEX,580000,9346 2040 2466 1368,5382376583,L,Katona,2,3680600103,TransCredit,N,3,0.0
898,DecDec,230011102,4,F,19.0526852,Orbán Áron,363028,1061,L,szórakozás,75,47.4936625,2309,61287,200640,AMEX,580000,9346 2040 2466 1368,5382376584,L,Katona,2,3680600103,TransCredit,N,3,0.0
966,Stab,230011009,4,N,19.0526852,Simon Abigél,982061,1061,XS,szórakozás,43,47.4936625,7864,758028,64248,MASTERCARD,820000,0130 8405 1665 5304,5382376652,S,Katona,1,3680488001,NoTrans,N,0,0.0
1445,IncInc,230010933,2,N,19.0526852,Márton Adrienn,31765,1061,NO,szórakozás,55,47.4936625,1193,246987,83559,AMEX,1000000,1477 3181 2204 6176,5382377131,M,Katona,3,3680226588,Young,N,0,0.0
2289,IncInc,230011053,4,N,19.0526852,Nagy Noémi,75621,1061,M,szórakozás,29,47.4936625,3087,8229,231391,DINERS,670000,1573 3800 5089 4176,5382377975,XL,Katona,3,3680539642,TransCredit,N,1,0.0
226,Inact,230010741,3,F,19.0526852,Pásztor Dániel,960566,1061,NO,szórakozás,64,47.4936625,1598,546655,315304,MASTERCARD,950000,6599 8645 7418 0451,5382375912,S,Katona,2,3680369814,Young,Y,0,0.0
862,IncInc,230011060,2,N,19.0526852,Németh Fruzsina,417268,1061,L,szórakozás,70,47.4936625,1197,84393,187058,DINERS,1110000,8985 0097 1574 4678,5382376548,XL,Katona,1,3680400584,Pension,Y,3,0.0
1132,Inact,230010722,3,F,19.0526852,Somogyi Zalán,834673,1061,S,szórakozás,46,47.4936625,1916,624991,40770,VISA,720000,2649 8710 6398 0820,5382376818,XXL,Katona,3,3680202941,TransCredit,Y,0,0.0
1878,Inact,230010993,3,N,19.0526852,Borbély Léna,973234,1061,S,szórakozás,50,47.4936625,6181,590503,116192,VISA,1110000,1147 9330 1359 9052,5382377564,S,Katona,1,3680110396,TransCredit,Y,0,0.0
556,Stab,230011019,2,N,19.0526852,Hajdu Jázmin,314563,1061,XS,szórakozás,30,47.4936625,1383,718239,260613,MAESTRO,870000,6509 7565 8598 2707,5382376242,S,Katona,2,3680523764,CreditAct,N,1,0.0
2277,Stab,230011019,2,N,19.0526852,Hajdu Jázmin,314563,1061,XS,szórakozás,30,47.4936625,5764,718239,260613,DINERS,870000,1815 7542 5247 8942,5382377963,S,Katona,2,3680523764,CreditAct,N,1,0.0
1094,Inact,230010950,2,N,19.0526852,Borbély Maja,977628,1061,NO,szórakozás,70,47.4936625,7356,504388,220671,VISA,1050000,0542 4977 8636 4042,5382376780,L,Katona,3,3680111000,NoTrans,N,1,0.0
1985,Stab,230010815,2,N,19.0526852,Mészáros Zoé,494786,1061,XS,szórakozás,21,47.4936625,5180,228166,282680,VISA,1060000,7412 9725 7165 5007,5382377671,XS,Katona,2,3680593007,Pension,Y,1,0.0
1276,Stab,230010815,2,N,19.0526852,Mészáros Zoé,494786,1061,XS,szórakozás,21,47.4936625,2051,228166,282680,AMEX,1060000,4820 5177 1365 3539,5382376962,XS,Katona,2,3680593007,Pension,Y,1,0.0
804,DecDec,230010901,4,N,19.0526852,Lukács Kinga,965850,1061,XS,szórakozás,50,47.4936625,5310,701002,108633,JCB,410000,5919 8087 0381 2885,5382376490,XL,Katona,3,3680421859,Young,N,0,0.0
1438,Inact,230010834,2,F,19.0526852,Novák Gergő,183364,1061,NO,szórakozás,51,47.4936625,4409,515494,145879,VISA,670000,7173 9649 6713 8322,5382377124,XL,Katona,1,3680655145,TransCredit,N,0,0.0
2137,Stab,230011101,5,F,19.0526852,Farkas István,942771,1061,XL,szórakozás,51,47.4936625,3306,271457,208799,MAESTRO,1140000,5597 2555 0392 6973,5382377823,M,Katona,1,3680241681,TransCredit,N,2,0.0
2141,Stab,230011101,5,F,19.0526852,Farkas István,942771,1061,XL,szórakozás,51,47.4936625,1773,271457,208799,MAESTRO,1140000,5597 2555 0392 6973,5382377827,M,Katona,1,3680241681,TransCredit,N,2,1.0
2062,Stab,230011101,5,F,19.0526852,Farkas István,942771,1061,XL,szórakozás,51,47.4936625,1065,271457,208799,MAESTRO,1140000,5597 2555 0392 6973,5382377748,M,Katona,1,3680241681,TransCredit,N,2,0.0
853,DecDec,230011063,1,N,19.0526852,Papp Blanka,117688,1061,M,szórakozás,57,47.4936625,6764,27300,191579,JCB,300000,9792 5300 0386 9536,5382376539,XXL,Katona,2,3680503543,TransCredit,N,3,1.0
1976,Inact,230010773,5,F,19.0526852,Tamás Richárd,48979,1061,NO,szórakozás,21,47.4936625,2916,381364,152979,JCB,1200000,9693 9716 8592 5437,5382377662,XL,Katona,1,3680655699,Pension,N,1,0.0
2239,IncInc,230010955,5,N,19.0526852,Fábián Viktória,290407,1061,XS,szórakozás,24,47.4936625,2279,453649,235214,VISA,560000,7037 2364 3446 9663,5382377925,XXL,Katona,2,3680223335,Young,Y,1,0.0
519,Inact,230010896,1,F,19.0526852,Sándor Erik,874050,1061,S,szórakozás,37,47.4936625,3751,377058,167236,MASTERCARD,350000,1977 4045 8499 1539,5382376205,XL,Katona,1,3680857174,Pension,N,0,0.0
768,IncInc,230010789,4,F,19.0526852,Barna Kristóf,870662,1061,XS,szórakozás,62,47.4936625,3726,600620,287622,VISA,360000,7166 0468 2404 1072,5382376454,M,Katona,1,3680306864,Young,Y,1,0.0
1708,Dec,230011045,2,N,19.0526852,Fekete Emma,910699,1061,L,szórakozás,61,47.4936625,7584,118366,232128,VISA,580000,5853 2577 8257 9066,5382377394,M,Katona,2,3680548646,NoTrans,N,1,0.0
1463,IncInc,230011086,1,F,19.0526852,Szilágyi Norbert,600153,1061,L,szórakozás,31,47.4936625,2536,135335,271404,MASTERCARD,110000,4842 9051 9875 0714,5382377149,M,Katona,1,3680193056,TransCredit,Y,1,0.0
1453,Inc,230010766,2,F,19.0526852,Faragó Marcell,674567,1061,S,szórakozás,54,47.4936625,4625,420499,230488,MAESTRO,110000,3569 5339 6547 5763,5382377139,XS,Katona,3,3680610096,Young,N,0,0.0
1355,Stab,230010883,3,F,19.0526852,Váradi Benett,939653,1061,NO,szórakozás,64,47.4936625,4661,551084,300556,MASTERCARD,280000,4591 1510 6111 0666,5382377041,L,Katona,3,3680164600,Pension,N,1,0.0
1921,DecDec,230010970,3,N,19.0526852,Somogyi Adél,586850,1061,XS,szórakozás,57,47.4936625,7029,404791,268832,VISA,700000,8848 8862 9251 5230,5382377607,XS,Katona,1,3680743413,NoTrans,Y,0,0.0
685,Stab,230010873,2,N,19.0526852,Szűcs Alíz,558176,1061,NO,szórakozás,34,47.4936625,5380,482317,64322,DINERS,530000,0024 2063 3703 0436,5382376371,S,Katona,2,3680756445,NoTrans,N,0,0.0
280,Stab,230010836,2,N,19.0526852,Nagy Léna,823562,1061,S,szórakozás,59,47.4936625,4699,480610,62183,JCB,880000,2919 2102 8606 1534,5382375966,XXL,Katona,3,3680801694,TransCredit,Y,1,0.0
925,Inact,230010878,5,F,19.0526852,Jónás Balázs,919452,1061,S,szórakozás,32,47.4936625,4275,660914,281405,AMEX,980000,7298 0005 3121 1312,5382376611,M,Katona,3,3680559683,Pension,Y,0,0.0
926,Inact,230010878,5,F,19.0526852,Jónás Balázs,919452,1061,S,szórakozás,32,47.4936625,6947,660914,281405,AMEX,980000,7298 0005 3121 1312,5382376612,M,Katona,3,3680559683,Pension,Y,0,0.0
449,Inc,230010721,4,N,19.0526852,Szűcs Kata,750875,1061,S,szórakozás,22,47.4936625,3146,637777,24982,AMEX,1180000,3331 5669 1949 6101,5382376135,L,Katona,3,3680282678,NoTrans,Y,1,0.0
382,IncInc,230010742,2,F,19.0526852,Váradi István,402006,1061,NO,szórakozás,69,47.4936625,2387,278690,269935,MASTERCARD,980000,4454 0711 4615 7445,5382376068,S,Katona,2,3680188467,NoTrans,N,1,0.0
479,Inact,230010824,1,F,19.0526852,Németh József,770544,1061,NO,szórakozás,68,47.4936625,3982,753767,108400,JCB,650000,1320 1379 7827 5924,5382376165,XXL,Katona,3,3680147654,Pension,Y,0,0.0
977,Inact,230010824,1,F,19.0526852,Németh József,770544,1061,NO,szórakozás,68,47.4936625,7436,753767,108400,MAESTRO,650000,1898 5744 1859 2998,5382376663,XXL,Katona,3,3680147654,Pension,Y,0,0.0
982,Inact,230010824,1,F,19.0526852,Németh József,770544,1061,NO,szórakozás,68,47.4936625,4732,753767,108400,MAESTRO,650000,1898 5744 1859 2998,5382376668,XXL,Katona,3,3680147654,Pension,Y,0,0.0
701,Inact,230010762,1,N,19.0526852,Faragó Zoé,262330,1061,S,szórakozás,53,47.4936625,4224,332718,110139,AMEX,310000,3595 3093 0028 0254,5382376387,XXL,Katona,2,3680775045,Pension,Y,1,0.0
1213,Inact,230010762,1,N,19.0526852,Faragó Zoé,262330,1061,S,szórakozás,53,47.4936625,2694,332718,110139,AMEX,310000,3595 3093 0028 0254,5382376899,XXL,Katona,2,3680775045,Pension,Y,1,0.0
246,Inact,230010743,5,F,19.0526852,Biró Sándor,67741,1061,NO,szórakozás,28,47.4936625,5911,596106,90141,DINERS,230000,0367 1006 4979 9028,5382375932,XXL,Katona,2,3680827888,TransCredit,Y,0,0.0
1145,Stab,230010994,2,F,19.0526852,Barta Márton,921760,1061,XS,szórakozás,54,47.4936625,6453,546599,148617,AMEX,690000,6486 9795 8672 8361,5382376831,L,Katona,2,3680733237,TransCredit,N,1,0.0
1611,Inact,230011016,3,N,19.0526852,Major Natália,786541,1061,NO,szórakozás,64,47.4936625,7685,500750,191247,DINERS,460000,3407 9321 4441 0958,5382377297,L,Katona,2,3680389771,CreditAct,N,1,0.0
596,IncInc,230011083,4,N,19.0526852,Fülöp Lara,188225,1061,L,szórakozás,72,47.4936625,1292,20039,98750,MASTERCARD,1040000,1793 2762 8266 2211,5382376282,S,Katona,1,3680128216,TransCredit,N,1,0.0
599,IncInc,230011083,4,N,19.0526852,Fülöp Lara,188225,1061,L,szórakozás,72,47.4936625,5216,20039,98750,MASTERCARD,1040000,1793 2762 8266 2211,5382376285,S,Katona,1,3680128216,TransCredit,N,1,0.0
1715,IncInc,230011010,5,N,19.0526852,Bogdán Jázmin,611539,1061,NO,szórakozás,54,47.4936625,1525,348426,151035,DINERS,540000,6342 9061 0126 0463,5382377401,XXL,Katona,3,3680330766,Young,N,1,0.0
23,Dec,230010918,3,F,19.0526852,Lakatos István,525210,1061,NO,szórakozás,43,47.4936625,4612,511666,33611,VISA,610000,0987 1263 5892 5015,5382375709,XL,Katona,3,3680599017,Young,Y,1,0.0
204,DecDec,230011076,1,F,19.0526852,Virág Botond,793265,1061,L,szórakozás,38,47.4936625,2119,257045,215309,VISA,1050000,6946 8829 7386 4592,5382375890,XS,Katona,1,3680151436,CreditAct,Y,2,0.0
208,DecDec,230011076,1,F,19.0526852,Virág Botond,793265,1061,L,szórakozás,38,47.4936625,5340,257045,215309,VISA,1050000,6946 8829 7386 4592,5382375894,XS,Katona,1,3680151436,CreditAct,Y,2,0.0
1005,Inc,230010758,3,F,19.0526852,Kis Vilmos,442596,1061,NO,szórakozás,71,47.4936625,1543,733888,212687,DINERS,810000,1146 2547 8475 9817,5382376691,L,Katona,2,3680230536,Pension,N,0,0.0
1579,DecDec,230010821,4,F,19.0526852,Orosz Imre,1015404,1061,NO,szórakozás,67,47.4936625,2137,755748,34215,AMEX,1140000,9290 3621 8387 4563,5382377265,M,Katona,3,3680285445,TransCredit,N,1,0.0
2074,Inact,230011092,2,F,19.0526852,Takács Mátyás,843104,1061,L,szórakozás,73,47.4936625,1825,31755,152100,VISA,970000,3933 5653 6214 4136,5382377760,XS,Katona,1,3680101950,CreditAct,N,1,1.0
254,Inc,230011003,1,N,19.0526852,Jakab Emese,54048,1061,NO,szórakozás,61,47.4936625,1713,209954,137514,JCB,360000,5368 4117 2701 0884,5382375940,L,Katona,3,3680389041,CreditAct,Y,1,0.0
2306,IncInc,230010737,5,N,19.0526852,Hegedüs Zselyke,920965,1061,XS,szórakozás,35,47.4936625,6154,435686,41626,VISA,460000,8416 0770 4039 5066,5382377992,M,Katona,2,3680546576,CreditAct,N,0,0.0
477,DecDec,230011104,1,F,19.0526852,Dudás Márton,420925,1061,M,szórakozás,52,47.4936625,5697,132940,196184,DINERS,820000,0295 1586 5023 7814,5382376163,L,Katona,1,3680823179,TransCredit,Y,1,0.0
1729,Inc,230010828,4,F,19.0526852,Takács Dominik,217977,1061,S,szórakozás,63,47.4936625,4328,178639,79765,DINERS,1020000,1445 0488 3191 9443,5382377415,L,Katona,1,3680459845,TransCredit,N,1,0.0
583,Inc,230010828,4,F,19.0526852,Takács Dominik,217977,1061,S,szórakozás,63,47.4936625,2276,178639,79765,DINERS,1020000,1445 0488 3191 9443,5382376269,L,Katona,1,3680459845,TransCredit,N,1,0.0
1960,Stab,230010827,4,F,19.0526852,Novák József,397407,1061,S,szórakozás,35,47.4936625,5280,724727,68779,JCB,940000,9713 7336 4516 3960,5382377646,XL,Katona,2,3680865321,CreditAct,Y,1,0.0
1967,Stab,230010827,4,F,19.0526852,Novák József,397407,1061,S,szórakozás,35,47.4936625,7829,724727,68779,JCB,940000,9713 7336 4516 3960,5382377653,XL,Katona,2,3680865321,CreditAct,Y,1,0.0
1524,Inc,230010953,5,N,19.0526852,Csonka Kincső,532522,1061,S,szórakozás,44,47.4936625,3546,321255,84612,DINERS,790000,0689 7419 9507 7609,5382377210,M,Katona,3,3680491895,NoTrans,N,0,0.0
330,DecDec,230010807,3,N,19.0526852,Pap Lara,875606,1061,NO,szórakozás,32,47.4936625,3835,693370,198754,DINERS,670000,8290 2326 2927 4450,5382376016,L,Katona,3,3680317963,NoTrans,Y,0,0.0
1225,IncInc,230010804,3,F,19.0526852,Szalai Kristóf,975411,1061,S,szórakozás,46,47.4936625,4039,524698,272428,MASTERCARD,170000,9509 6460 3350 8263,5382376911,L,Katona,2,3680364467,Young,Y,1,0.0
